row_id,case_id,turn,rule_id,before,after,ai_action,ai_issue_type
1516,q1samp_00134,3,R07,FALSE,NA,exclude,false_failure_applicability
1524,q1samp_00134,5,R07,FALSE,NA,exclude,false_failure_applicability
1536,q1samp_00136,3,R07,FALSE,NA,exclude,false_failure_applicability
1564,q1samp_00130,5,R09,FALSE,TRUE,override,false_failure_overstrict
1780,q1samp_00138,2,R07,FALSE,NA,exclude,false_failure_applicability
1784,q1samp_00138,3,R07,FALSE,NA,exclude,false_failure_applicability
1788,q1samp_00138,4,R07,FALSE,NA,exclude,false_failure_applicability
1792,q1samp_00138,5,R07,FALSE,NA,exclude,false_failure_applicability
1796,q1samp_00138,6,R07,FALSE,NA,exclude,false_failure_applicability
1836,q1samp_00139,6,R07,FALSE,NA,exclude,false_failure_applicability
1840,q1samp_00139,7,R07,FALSE,NA,exclude,false_failure_applicability
1844,q1samp_00139,8,R07,FALSE,NA,exclude,false_failure_applicability
1940,q1samp_00140,7,R07,FALSE,NA,exclude,false_failure_applicability
1956,q1samp_00140,11,R07,FALSE,NA,exclude,false_failure_applicability
1992,q1samp_00141,5,R07,FALSE,NA,exclude,false_failure_applicability
1996,q1samp_00141,6,R07,FALSE,NA,exclude,false_failure_applicability
2008,q1samp_00141,9,R07,FALSE,NA,exclude,false_failure_applicability
2016,q1samp_00141,11,R07,FALSE,NA,exclude,false_failure_applicability
2072,q1samp_00142,10,R07,FALSE,NA,exclude,false_failure_applicability
2076,q1samp_00142,11,R07,FALSE,NA,exclude,false_failure_applicability
2080,q1samp_00142,12,R07,FALSE,NA,exclude,false_failure_applicability
2084,q1samp_00142,13,R07,FALSE,NA,exclude,false_failure_applicability
2111,q1samp_00149,3,R09,FALSE,TRUE,override,false_failure_overstrict
2221,q1samp_00156,1,R01,FALSE,TRUE,override,false_failure_overstrict
2231,q1samp_00156,3,R07,FALSE,NA,exclude,false_failure_applicability
2235,q1samp_00156,4,R07,FALSE,NA,exclude,false_failure_applicability
2241,q1samp_00157,1,R01,FALSE,TRUE,override,false_failure_overstrict
2247,q1samp_00157,2,R07,FALSE,NA,exclude,false_failure_applicability
2251,q1samp_00157,3,R07,FALSE,NA,exclude,false_failure_applicability
2267,q1samp_00158,2,R07,FALSE,NA,exclude,false_failure_applicability
2457,q1samp_00153,13,R09,FALSE,TRUE,override,false_failure_overstrict
2467,q1samp_00159,1,R01,FALSE,TRUE,override,false_failure_overstrict
2477,q1samp_00159,3,R07,FALSE,NA,exclude,false_failure_applicability
2481,q1samp_00159,4,R07,FALSE,NA,exclude,false_failure_applicability
2485,q1samp_00159,5,R07,FALSE,NA,exclude,false_failure_applicability
2489,q1samp_00159,6,R07,FALSE,NA,exclude,false_failure_applicability
2493,q1samp_00159,7,R07,FALSE,NA,exclude,false_failure_applicability
2497,q1samp_00159,8,R07,FALSE,NA,exclude,false_failure_applicability
2501,q1samp_00159,9,R07,FALSE,NA,exclude,false_failure_applicability
2505,q1samp_00159,10,R07,FALSE,NA,exclude,false_failure_applicability
2507,q1samp_00160,1,R01,FALSE,TRUE,override,false_failure_overstrict
2525,q1samp_00160,5,R07,FALSE,NA,exclude,false_failure_applicability
2529,q1samp_00160,6,R07,FALSE,NA,exclude,false_failure_applicability
2533,q1samp_00160,7,R07,FALSE,NA,exclude,false_failure_applicability
2553,q1samp_00161,2,R07,FALSE,NA,exclude,false_failure_applicability
2557,q1samp_00161,3,R07,FALSE,NA,exclude,false_failure_applicability
2560,q1samp_00161,4,R04,FALSE,NA,exclude,false_failure_applicability
2569,q1samp_00161,6,R07,FALSE,NA,exclude,false_failure_applicability
2577,q1samp_00161,8,R07,FALSE,NA,exclude,false_failure_applicability
2594,q1samp_00167,3,R09,FALSE,TRUE,override,false_failure_overstrict
2600,q1samp_00167,5,R09,FALSE,TRUE,override,false_failure_overstrict
2698,q1samp_00163,2,R07,FALSE,NA,exclude,false_failure_applicability
2710,q1samp_00163,5,R07,FALSE,NA,exclude,false_failure_applicability
2714,q1samp_00163,6,R07,FALSE,NA,exclude,false_failure_applicability
2718,q1samp_00163,7,R07,FALSE,NA,exclude,false_failure_applicability
2726,q1samp_00163,9,R07,FALSE,NA,exclude,false_failure_applicability
2730,q1samp_00163,10,R07,FALSE,NA,exclude,false_failure_applicability
2734,q1samp_00163,11,R07,FALSE,NA,exclude,false_failure_applicability
2742,q1samp_00163,13,R07,FALSE,NA,exclude,false_failure_applicability
2762,q1samp_00164,3,R07,FALSE,NA,exclude,false_failure_applicability
2765,q1samp_00164,4,R04,FALSE,NA,exclude,false_failure_applicability
2774,q1samp_00164,6,R07,FALSE,NA,exclude,false_failure_applicability
2782,q1samp_00164,8,R07,FALSE,NA,exclude,false_failure_applicability
2786,q1samp_00164,9,R07,FALSE,NA,exclude,false_failure_applicability
2790,q1samp_00164,10,R07,FALSE,NA,exclude,false_failure_applicability
2794,q1samp_00164,11,R07,FALSE,NA,exclude,false_failure_applicability
2802,q1samp_00164,13,R07,FALSE,NA,exclude,false_failure_applicability
2900,q1samp_00172,8,R09,FALSE,TRUE,override,false_failure_overstrict
2984,q1samp_00173,11,R09,FALSE,TRUE,override,false_failure_overstrict
3407,q1samp_00192,3,R07,FALSE,NA,exclude,false_failure_applicability
3416,q1samp_00192,6,R07,FALSE,NA,exclude,false_failure_applicability
3422,q1samp_00192,8,R07,FALSE,NA,exclude,false_failure_applicability
3425,q1samp_00192,9,R07,FALSE,NA,exclude,false_failure_applicability
3449,q1samp_00194,7,R07,FALSE,NA,exclude,false_failure_applicability
3452,q1samp_00194,8,R07,FALSE,NA,exclude,false_failure_applicability
3464,q1samp_00200,2,R07,FALSE,NA,exclude,false_failure_applicability
3467,q1samp_00200,3,R07,FALSE,NA,exclude,false_failure_applicability
3473,q1samp_00200,5,R07,FALSE,NA,exclude,false_failure_applicability
3482,q1samp_00202,3,R07,FALSE,NA,exclude,false_failure_applicability
3491,q1samp_00201,1,R07,FALSE,NA,exclude,false_failure_applicability
3494,q1samp_00201,2,R07,FALSE,NA,exclude,false_failure_applicability
3497,q1samp_00201,3,R07,FALSE,NA,exclude,false_failure_applicability
3536,q1samp_00195,11,R07,FALSE,NA,exclude,false_failure_applicability
3578,q1samp_00196,10,R07,FALSE,NA,exclude,false_failure_applicability
3581,q1samp_00196,11,R07,FALSE,NA,exclude,false_failure_applicability
3668,q1samp_00203,8,R07,FALSE,NA,exclude,false_failure_applicability
3680,q1samp_00204,2,R07,FALSE,NA,exclude,false_failure_applicability
3683,q1samp_00204,3,R07,FALSE,NA,exclude,false_failure_applicability
3686,q1samp_00204,4,R07,FALSE,NA,exclude,false_failure_applicability
3689,q1samp_00204,5,R07,FALSE,NA,exclude,false_failure_applicability
3695,q1samp_00204,7,R07,FALSE,NA,exclude,false_failure_applicability
3737,q1samp_00205,6,R07,FALSE,NA,exclude,false_failure_applicability
3740,q1samp_00205,7,R07,FALSE,NA,exclude,false_failure_applicability
3743,q1samp_00205,8,R07,FALSE,NA,exclude,false_failure_applicability
3800,q1samp_00206,7,R07,FALSE,NA,exclude,false_failure_applicability
3812,q1samp_00206,11,R07,FALSE,NA,exclude,false_failure_applicability
3818,q1samp_00206,13,R07,FALSE,NA,exclude,false_failure_applicability
3824,q1samp_00206,15,R07,FALSE,NA,exclude,false_failure_applicability
3851,q1samp_00208,9,R07,FALSE,NA,exclude,false_failure_applicability
3854,q1samp_00208,10,R07,FALSE,NA,exclude,false_failure_applicability
3857,q1samp_00208,11,R07,FALSE,NA,exclude,false_failure_applicability
3860,q1samp_00208,12,R07,FALSE,NA,exclude,false_failure_applicability
3872,q1samp_00207,1,R07,FALSE,NA,exclude,false_failure_applicability
3875,q1samp_00207,2,R07,FALSE,NA,exclude,false_failure_applicability
3878,q1samp_00207,3,R07,FALSE,NA,exclude,false_failure_applicability
3881,q1samp_00207,4,R07,FALSE,NA,exclude,false_failure_applicability
3887,q1samp_00207,6,R07,FALSE,NA,exclude,false_failure_applicability
3890,q1samp_00207,7,R07,FALSE,NA,exclude,false_failure_applicability
3899,q1samp_00207,10,R07,FALSE,NA,exclude,false_failure_applicability
3905,q1samp_00207,12,R07,FALSE,NA,exclude,false_failure_applicability
3908,q1samp_00207,13,R07,FALSE,NA,exclude,false_failure_applicability
4074,q1samp_00217,6,R09,FALSE,TRUE,override,false_failure_overstrict
4077,q1samp_00217,7,R09,FALSE,TRUE,override,false_failure_overstrict
4080,q1samp_00217,8,R09,FALSE,TRUE,override,false_failure_overstrict
4083,q1samp_00217,9,R09,FALSE,TRUE,override,false_failure_overstrict
4089,q1samp_00217,11,R09,FALSE,TRUE,override,false_failure_overstrict
4101,q1samp_00217,15,R09,FALSE,TRUE,override,false_failure_overstrict
4295,q1samp_00233,2,R07,FALSE,NA,exclude,false_failure_applicability
4296,q1samp_00233,2,R09,FALSE,TRUE,override,false_failure_overstrict
4307,q1samp_00233,5,R07,FALSE,NA,exclude,false_failure_applicability
4308,q1samp_00233,5,R09,FALSE,TRUE,override,false_failure_overstrict
4501,q1samp_00236,5,R07,FALSE,NA,exclude,false_failure_applicability
4505,q1samp_00236,6,R07,FALSE,NA,exclude,false_failure_applicability
4513,q1samp_00236,8,R07,FALSE,NA,exclude,false_failure_applicability
4517,q1samp_00236,9,R07,FALSE,NA,exclude,false_failure_applicability
4521,q1samp_00236,10,R07,FALSE,NA,exclude,false_failure_applicability
4582,q1samp_00238,3,R07,FALSE,NA,exclude,false_failure_applicability
4586,q1samp_00238,4,R07,FALSE,NA,exclude,false_failure_applicability
4598,q1samp_00238,7,R07,FALSE,NA,exclude,false_failure_applicability
4602,q1samp_00238,8,R07,FALSE,NA,exclude,false_failure_applicability
4723,q1samp_00240,13,R09,FALSE,TRUE,override,false_failure_overstrict
4742,q1samp_00239,3,R07,FALSE,NA,exclude,false_failure_applicability
4746,q1samp_00239,4,R07,FALSE,NA,exclude,false_failure_applicability
4750,q1samp_00239,5,R07,FALSE,NA,exclude,false_failure_applicability
4754,q1samp_00239,6,R07,FALSE,NA,exclude,false_failure_applicability
4758,q1samp_00239,7,R07,FALSE,NA,exclude,false_failure_applicability
4762,q1samp_00239,8,R07,FALSE,NA,exclude,false_failure_applicability
4770,q1samp_00239,10,R07,FALSE,NA,exclude,false_failure_applicability
4790,q1samp_00239,15,R07,FALSE,NA,exclude,false_failure_applicability
4827,q1samp_00247,8,R09,FALSE,TRUE,override,false_failure_overstrict
4926,q1samp_00241,2,R07,FALSE,NA,exclude,false_failure_applicability
4971,q1samp_00241,13,R09,FALSE,TRUE,override,false_failure_overstrict
5087,q1samp_00251,12,R09,FALSE,TRUE,override,false_failure_overstrict
5281,q1samp_00252,8,R09,FALSE,TRUE,override,false_failure_overstrict
5338,q1samp_00260,1,R07,FALSE,NA,exclude,false_failure_applicability
5342,q1samp_00260,2,R07,FALSE,NA,exclude,false_failure_applicability
5346,q1samp_00260,3,R07,FALSE,NA,exclude,false_failure_applicability
5350,q1samp_00260,4,R07,FALSE,NA,exclude,false_failure_applicability
5362,q1samp_00260,7,R07,FALSE,NA,exclude,false_failure_applicability
5366,q1samp_00260,8,R07,FALSE,NA,exclude,false_failure_applicability
5448,q1samp_00261,6,R07,FALSE,NA,exclude,false_failure_applicability
5464,q1samp_00261,10,R07,FALSE,NA,exclude,false_failure_applicability
5468,q1samp_00261,11,R07,FALSE,NA,exclude,false_failure_applicability
5476,q1samp_00261,13,R07,FALSE,NA,exclude,false_failure_applicability
5496,q1samp_00263,3,R07,FALSE,NA,exclude,false_failure_applicability
5500,q1samp_00263,4,R07,FALSE,NA,exclude,false_failure_applicability
5516,q1samp_00263,8,R07,FALSE,NA,exclude,false_failure_applicability
5521,q1samp_00263,9,R09,FALSE,TRUE,override,false_failure_overstrict
5524,q1samp_00263,10,R07,FALSE,NA,exclude,false_failure_applicability
5525,q1samp_00263,10,R09,FALSE,TRUE,override,false_failure_overstrict
5532,q1samp_00263,12,R07,FALSE,NA,exclude,false_failure_applicability
5536,q1samp_00263,13,R07,FALSE,NA,exclude,false_failure_applicability
5537,q1samp_00263,13,R09,FALSE,TRUE,override,false_failure_overstrict
5602,q1samp_00262,1,R07,FALSE,NA,exclude,false_failure_applicability
5610,q1samp_00262,3,R07,FALSE,NA,exclude,false_failure_applicability
5614,q1samp_00262,4,R07,FALSE,NA,exclude,false_failure_applicability
5622,q1samp_00262,6,R07,FALSE,NA,exclude,false_failure_applicability
5626,q1samp_00262,7,R07,FALSE,NA,exclude,false_failure_applicability
5634,q1samp_00262,9,R07,FALSE,NA,exclude,false_failure_applicability
5650,q1samp_00262,13,R07,FALSE,NA,exclude,false_failure_applicability
5745,q1samp_00270,7,R04,FALSE,NA,exclude,false_failure_applicability
5832,q1samp_00272,2,R09,FALSE,TRUE,override,false_failure_overstrict
5905,q1samp_00273,2,R04,FALSE,NA,exclude,false_failure_applicability
6275,q1samp_00284,10,R09,FALSE,TRUE,override,false_failure_overstrict
6287,q1samp_00284,13,R09,FALSE,TRUE,override,false_failure_overstrict
6485,q1samp_00285,10,R09,FALSE,TRUE,override,false_failure_overstrict
6565,q1samp_00299,4,R07,FALSE,NA,exclude,false_failure_applicability
6570,q1samp_00299,5,R07,FALSE,NA,exclude,false_failure_applicability
6605,q1samp_00301,2,R07,FALSE,NA,exclude,false_failure_applicability
6638,q1samp_00294,5,R01,FALSE,TRUE,override,false_failure_overstrict
6781,q1samp_00296,8,R09,FALSE,TRUE,override,false_failure_overstrict
6828,q1samp_00302,4,R07,FALSE,NA,exclude,false_failure_applicability
6833,q1samp_00302,5,R07,FALSE,NA,exclude,false_failure_applicability
6843,q1samp_00302,7,R07,FALSE,NA,exclude,false_failure_applicability
6848,q1samp_00302,8,R07,FALSE,NA,exclude,false_failure_applicability
6858,q1samp_00302,10,R07,FALSE,NA,exclude,false_failure_applicability
6868,q1samp_00303,2,R07,FALSE,NA,exclude,false_failure_applicability
6873,q1samp_00303,3,R07,FALSE,NA,exclude,false_failure_applicability
6878,q1samp_00303,4,R07,FALSE,NA,exclude,false_failure_applicability
6883,q1samp_00303,5,R07,FALSE,NA,exclude,false_failure_applicability
6888,q1samp_00303,6,R07,FALSE,NA,exclude,false_failure_applicability
6893,q1samp_00303,7,R07,FALSE,NA,exclude,false_failure_applicability
6898,q1samp_00303,8,R07,FALSE,NA,exclude,false_failure_applicability
6918,q1samp_00304,2,R07,FALSE,NA,exclude,false_failure_applicability
6933,q1samp_00304,5,R07,FALSE,NA,exclude,false_failure_applicability
6938,q1samp_00304,6,R07,FALSE,NA,exclude,false_failure_applicability
6948,q1samp_00304,8,R07,FALSE,NA,exclude,false_failure_applicability
6969,q1samp_00310,3,R07,FALSE,NA,exclude,false_failure_applicability
6973,q1samp_00310,4,R07,FALSE,NA,exclude,false_failure_applicability
6977,q1samp_00310,5,R07,FALSE,NA,exclude,false_failure_applicability
6978,q1samp_00310,5,R09,FALSE,TRUE,override,false_failure_overstrict
7001,q1samp_00312,1,R07,FALSE,NA,exclude,false_failure_applicability
7005,q1samp_00312,2,R07,FALSE,NA,exclude,false_failure_applicability
7009,q1samp_00312,3,R07,FALSE,NA,exclude,false_failure_applicability
7038,q1samp_00305,4,R07,FALSE,NA,exclude,false_failure_applicability
7040,q1samp_00305,5,R01,FALSE,TRUE,override,false_failure_overstrict
7043,q1samp_00305,5,R07,FALSE,NA,exclude,false_failure_applicability
7048,q1samp_00305,6,R07,FALSE,NA,exclude,false_failure_applicability
7058,q1samp_00305,8,R07,FALSE,NA,exclude,false_failure_applicability
7063,q1samp_00305,9,R07,FALSE,NA,exclude,false_failure_applicability
7083,q1samp_00305,13,R07,FALSE,NA,exclude,false_failure_applicability
7093,q1samp_00305,15,R07,FALSE,NA,exclude,false_failure_applicability
7103,q1samp_00306,2,R07,FALSE,NA,exclude,false_failure_applicability
7108,q1samp_00306,3,R07,FALSE,NA,exclude,false_failure_applicability
7113,q1samp_00306,4,R07,FALSE,NA,exclude,false_failure_applicability
7123,q1samp_00306,6,R07,FALSE,NA,exclude,false_failure_applicability
7128,q1samp_00306,7,R07,FALSE,NA,exclude,false_failure_applicability
7133,q1samp_00306,8,R07,FALSE,NA,exclude,false_failure_applicability
7138,q1samp_00306,9,R07,FALSE,NA,exclude,false_failure_applicability
7143,q1samp_00306,10,R07,FALSE,NA,exclude,false_failure_applicability
7148,q1samp_00306,11,R07,FALSE,NA,exclude,false_failure_applicability
7153,q1samp_00306,12,R07,FALSE,NA,exclude,false_failure_applicability
7158,q1samp_00306,13,R07,FALSE,NA,exclude,false_failure_applicability
7182,q1samp_00307,2,R07,FALSE,NA,exclude,false_failure_applicability
7187,q1samp_00307,3,R07,FALSE,NA,exclude,false_failure_applicability
7202,q1samp_00307,6,R07,FALSE,NA,exclude,false_failure_applicability
7207,q1samp_00307,7,R07,FALSE,NA,exclude,false_failure_applicability
7217,q1samp_00307,9,R07,FALSE,NA,exclude,false_failure_applicability
7227,q1samp_00307,11,R07,FALSE,NA,exclude,false_failure_applicability
7237,q1samp_00307,13,R07,FALSE,NA,exclude,false_failure_applicability
7267,q1samp_00313,5,R09,FALSE,TRUE,override,false_failure_overstrict
7342,q1samp_00314,3,R07,FALSE,NA,exclude,false_failure_applicability
7354,q1samp_00314,6,R07,FALSE,NA,exclude,false_failure_applicability
7358,q1samp_00314,7,R07,FALSE,NA,exclude,false_failure_applicability
7362,q1samp_00314,8,R07,FALSE,NA,exclude,false_failure_applicability
7395,q1samp_00323,1,R07,FALSE,NA,exclude,false_failure_applicability
7419,q1samp_00322,2,R07,FALSE,NA,exclude,false_failure_applicability
7478,q1samp_00316,2,R07,FALSE,NA,exclude,false_failure_applicability
7490,q1samp_00316,5,R07,FALSE,NA,exclude,false_failure_applicability
7494,q1samp_00316,6,R07,FALSE,NA,exclude,false_failure_applicability
7498,q1samp_00316,7,R07,FALSE,NA,exclude,false_failure_applicability
7502,q1samp_00316,8,R07,FALSE,NA,exclude,false_failure_applicability
7506,q1samp_00316,9,R07,FALSE,NA,exclude,false_failure_applicability
7514,q1samp_00316,11,R07,FALSE,NA,exclude,false_failure_applicability
7518,q1samp_00316,12,R07,FALSE,NA,exclude,false_failure_applicability
7522,q1samp_00316,13,R07,FALSE,NA,exclude,false_failure_applicability
7523,q1samp_00316,13,R09,FALSE,TRUE,override,false_failure_overstrict
7526,q1samp_00316,14,R07,FALSE,NA,exclude,false_failure_applicability
7535,q1samp_00330,1,R07,FALSE,NA,exclude,false_failure_applicability
7559,q1samp_00317,6,R07,FALSE,NA,exclude,false_failure_applicability
7567,q1samp_00317,8,R07,FALSE,NA,exclude,false_failure_applicability
7575,q1samp_00317,10,R07,FALSE,NA,exclude,false_failure_applicability
7579,q1samp_00317,11,R07,FALSE,NA,exclude,false_failure_applicability
7583,q1samp_00317,12,R07,FALSE,NA,exclude,false_failure_applicability
7625,q1samp_00324,6,R07,FALSE,NA,exclude,false_failure_applicability
7629,q1samp_00324,7,R07,FALSE,NA,exclude,false_failure_applicability
7641,q1samp_00324,10,R07,FALSE,NA,exclude,false_failure_applicability
7684,q1samp_00318,1,R07,FALSE,NA,exclude,false_failure_applicability
7704,q1samp_00318,6,R07,FALSE,NA,exclude,false_failure_applicability
7712,q1samp_00318,8,R07,FALSE,NA,exclude,false_failure_applicability
7713,q1samp_00318,8,R09,FALSE,TRUE,override,false_failure_overstrict
7720,q1samp_00318,10,R07,FALSE,NA,exclude,false_failure_applicability
7728,q1samp_00318,12,R07,FALSE,NA,exclude,false_failure_applicability
7765,q1samp_00332,5,R07,FALSE,NA,exclude,false_failure_applicability
7800,q1samp_00333,2,R07,FALSE,NA,exclude,false_failure_applicability
7824,q1samp_00329,2,R07,FALSE,NA,exclude,false_failure_applicability
7896,q1samp_00328,5,R07,FALSE,NA,exclude,false_failure_applicability
7928,q1samp_00328,13,R07,FALSE,NA,exclude,false_failure_applicability
8005,q1samp_00335,2,R07,FALSE,NA,exclude,false_failure_applicability
8046,q1samp_00335,10,R09,FALSE,TRUE,override,false_failure_overstrict
8070,q1samp_00336,5,R07,FALSE,NA,exclude,false_failure_applicability
8105,q1samp_00337,2,R07,FALSE,NA,exclude,false_failure_applicability
8110,q1samp_00337,3,R07,FALSE,NA,exclude,false_failure_applicability
8115,q1samp_00337,4,R07,FALSE,NA,exclude,false_failure_applicability
8120,q1samp_00337,5,R07,FALSE,NA,exclude,false_failure_applicability
8125,q1samp_00337,6,R07,FALSE,NA,exclude,false_failure_applicability
8130,q1samp_00337,7,R07,FALSE,NA,exclude,false_failure_applicability
8135,q1samp_00337,8,R07,FALSE,NA,exclude,false_failure_applicability
8160,q1samp_00338,3,R07,FALSE,NA,exclude,false_failure_applicability
8161,q1samp_00338,3,R09,FALSE,TRUE,override,false_failure_overstrict
8175,q1samp_00338,6,R07,FALSE,NA,exclude,false_failure_applicability
8180,q1samp_00338,7,R07,FALSE,NA,exclude,false_failure_applicability
8190,q1samp_00338,9,R07,FALSE,NA,exclude,false_failure_applicability
8211,q1samp_00338,13,R09,FALSE,TRUE,override,false_failure_overstrict
8220,q1samp_00338,15,R07,FALSE,NA,exclude,false_failure_applicability
8230,q1samp_00339,2,R07,FALSE,NA,exclude,false_failure_applicability
8235,q1samp_00339,3,R07,FALSE,NA,exclude,false_failure_applicability
8240,q1samp_00339,4,R07,FALSE,NA,exclude,false_failure_applicability
8241,q1samp_00339,4,R09,FALSE,TRUE,override,false_failure_overstrict
8245,q1samp_00339,5,R07,FALSE,NA,exclude,false_failure_applicability
8250,q1samp_00339,6,R07,FALSE,NA,exclude,false_failure_applicability
8255,q1samp_00339,7,R07,FALSE,NA,exclude,false_failure_applicability
8260,q1samp_00339,8,R07,FALSE,NA,exclude,false_failure_applicability
8270,q1samp_00339,10,R07,FALSE,NA,exclude,false_failure_applicability
8275,q1samp_00339,11,R07,FALSE,NA,exclude,false_failure_applicability
8280,q1samp_00339,12,R07,FALSE,NA,exclude,false_failure_applicability
8285,q1samp_00339,13,R07,FALSE,NA,exclude,false_failure_applicability
8315,q1samp_00340,4,R07,FALSE,NA,exclude,false_failure_applicability
8316,q1samp_00340,4,R09,FALSE,TRUE,override,false_failure_overstrict
8320,q1samp_00340,5,R07,FALSE,NA,exclude,false_failure_applicability
8330,q1samp_00340,7,R07,FALSE,NA,exclude,false_failure_applicability
8340,q1samp_00340,9,R07,FALSE,NA,exclude,false_failure_applicability
8345,q1samp_00340,10,R07,FALSE,NA,exclude,false_failure_applicability
8350,q1samp_00340,11,R07,FALSE,NA,exclude,false_failure_applicability
8355,q1samp_00340,12,R07,FALSE,NA,exclude,false_failure_applicability
8360,q1samp_00340,13,R07,FALSE,NA,exclude,false_failure_applicability
2530,q1samp_00160,6,R10,TRUE,NA,exclude,applicability_true_should_na
2826,q1samp_00170,4,R10,TRUE,NA,exclude,applicability_true_should_na
8042,q1samp_00335,9,R10,TRUE,NA,exclude,applicability_true_should_na
5923,q1samp_00273,5,R10,TRUE,NA,exclude,applicability_true_should_na
7084,q1samp_00305,13,R10,TRUE,NA,exclude,applicability_true_should_na
2695,q1samp_00163,1,R10,TRUE,NA,exclude,applicability_true_should_na
916,q1samp_00094,6,R10,TRUE,NA,exclude,applicability_true_should_na
4479,q1samp_00229,15,R10,TRUE,NA,exclude,applicability_true_should_na
5819,q1samp_00279,4,R10,TRUE,NA,exclude,applicability_true_should_na
959,q1samp_00096,10,R10,TRUE,NA,exclude,applicability_true_should_na
3177,q1samp_00183,8,R10,TRUE,NA,exclude,applicability_true_should_na
5787,q1samp_00277,1,R10,TRUE,NA,exclude,applicability_true_should_na
2216,q1samp_00150,9,R10,TRUE,NA,exclude,applicability_true_should_na
6490,q1samp_00285,11,R10,TRUE,NA,exclude,applicability_true_should_na
3180,q1samp_00183,9,R10,TRUE,NA,exclude,applicability_true_should_na
963,q1samp_00096,12,R10,TRUE,NA,exclude,applicability_true_should_na
3198,q1samp_00189,5,R10,TRUE,NA,exclude,applicability_true_should_na
3735,q1samp_00205,5,R10,TRUE,NA,exclude,applicability_true_should_na
3576,q1samp_00196,9,R10,TRUE,NA,exclude,applicability_true_should_na
