row_id,case_id,turn,score_rule_id,judge_pass_original,ai_action,ai_applicable,ai_adjusted_pass,ai_confidence,human_only,human_only_reason,ai_issue_type,ai_reason_ko,reviewer_id
17,q1samp_00015,5,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
21,q1samp_00017,2,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
23,q1samp_00017,4,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
24,q1samp_00017,5,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
27,q1samp_00017,8,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
28,q1samp_00017,9,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
29,q1samp_00017,10,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
30,q1samp_00016,1,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
31,q1samp_00016,2,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
32,q1samp_00016,3,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
34,q1samp_00016,5,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
35,q1samp_00016,6,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
36,q1samp_00016,7,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
37,q1samp_00016,8,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
39,q1samp_00016,10,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
43,q1samp_00018,4,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
44,q1samp_00018,5,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
48,q1samp_00018,9,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
49,q1samp_00018,10,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
65,q1samp_00019,1,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
67,q1samp_00019,3,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
68,q1samp_00019,4,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
70,q1samp_00019,6,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
71,q1samp_00019,7,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
75,q1samp_00019,11,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
76,q1samp_00019,12,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
77,q1samp_00019,13,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
78,q1samp_00019,14,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
79,q1samp_00019,15,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
102,q1samp_00020,1,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
105,q1samp_00020,4,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
106,q1samp_00020,5,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
107,q1samp_00020,6,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
109,q1samp_00020,8,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
110,q1samp_00020,9,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
111,q1samp_00020,10,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
112,q1samp_00020,11,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
113,q1samp_00020,12,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
114,q1samp_00020,13,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
115,q1samp_00020,14,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
116,q1samp_00020,15,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
121,q1samp_00021,5,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
123,q1samp_00021,7,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
128,q1samp_00021,12,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
129,q1samp_00021,13,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
130,q1samp_00021,14,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
131,q1samp_00021,15,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1334,q1samp_00133,1,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1496,q1samp_00135,3,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1500,q1samp_00135,4,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1504,q1samp_00135,5,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1516,q1samp_00134,3,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1524,q1samp_00134,5,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1536,q1samp_00136,3,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1540,q1samp_00136,4,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1544,q1samp_00136,5,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1780,q1samp_00138,2,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1784,q1samp_00138,3,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1788,q1samp_00138,4,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1792,q1samp_00138,5,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1796,q1samp_00138,6,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1808,q1samp_00138,9,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1812,q1samp_00138,10,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1836,q1samp_00139,6,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1840,q1samp_00139,7,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1844,q1samp_00139,8,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1848,q1samp_00139,9,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1852,q1samp_00139,10,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
1940,q1samp_00140,7,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1956,q1samp_00140,11,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1992,q1samp_00141,5,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
1996,q1samp_00141,6,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
2008,q1samp_00141,9,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
2016,q1samp_00141,11,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
2028,q1samp_00141,14,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
2032,q1samp_00141,15,R07,FALSE,keep,TRUE,FALSE,high,FALSE,,true_failure,사용자가 성경 인물 전체를 요구했지만 응답은 일부 인물만 나열하거나 요약·중간 끊김 상태라 완전한 산출물을 제공하지 못했으므로 R07 실패 판정이 타당함.,worker-2
2072,q1samp_00142,10,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
2076,q1samp_00142,11,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
2080,q1samp_00142,12,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
2084,q1samp_00142,13,R07,FALSE,exclude,FALSE,NA,high,FALSE,,false_failure_applicability,"사용자는 완전한 산출물이나 전체 목록이 아니라 방법·팁·일반 항목 설명을 요청했으므로 R07 완전성 규칙 적용 대상이 아니며, TRUE/FALSE 점수는 NA로 제외하는 것이 타당함.",worker-2
